handle,product_title,subtitle,description,brand,category_handle,collection_handle,dietary_flags,status,brand_slug,vat_rate,regional_tags,subscription_eligible,eco_rating,image_filenames
4567660396616,Natco - Soya Mince,,Protein-rich soya from Natco Foods. Versatile meat alternative for curries and snacks.,Natco,pantry_tamarind_canned,,vegetarian;vegan,published,natco,0,,true,,
4567660527688,Natco - Soya Chunks,,Protein-rich soya from Natco Foods. Versatile meat alternative for curries and snacks.,Natco,pantry_tamarind_canned,,vegetarian;vegan,published,natco,0,,true,,
4567660560456,Natco - Sesame Seeds Hulled,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660593224,Natco - Sesame Seeds Natural,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660658760,Natco - Sagoo Seeds Medium,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660724296,Natco - Sunflower Seeds,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660757064,Natco - Powa Medium (Flaked Rice),,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,speciality_rice_poha,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567660855368,Natco - White Poppy Seeds,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660920904,Natco - Linseed Brown,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567660953672,Natco - Pumpkin Seeds,,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,whole_spices_seeds,,vegetarian,published,natco,0,,true,,
4567661051976,Natco - Popcorn,,Premium popping corn from Natco Foods. Perfect for movie nights and snacking.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567661084744,Natco - Crispy Fried Onions,,Crispy fried onions from Natco Foods. Ready to use for biryani and garnishing.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567661183048,Natco - Jaggery,,Natural sugar from Natco Foods. Essential for Indian sweets and daily use.,Natco,sweeteners,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567661248584,Natco - Daria Dal,,Traditional Indian savoury snacks from Natco Foods. Perfect tea-time treats.,Natco,lentils_dals,,vegetarian,published,natco,0,,true,,
4567661281352,Natco - Phool Makhana (Popped Lotus Seeds),,Nutritious seeds from Natco Foods. Great for healthy meals and baking.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567661314120,Natco - Daria Gotta (Large),,Traditional Indian savoury snacks from Natco Foods. Perfect tea-time treats.,Natco,nuts_seeds,,vegetarian,published,natco,0,,true,,
4567661379656,Natco - Daria Gotta (Small),,Traditional Indian savoury snacks from Natco Foods. Perfect tea-time treats.,Natco,nuts_seeds,,vegetarian,published,natco,0,,true,,
4567661412424,Natco - Gram Roasted Salted,,Traditional Indian savoury snacks from Natco Foods. Perfect tea-time treats.,Natco,nuts_seeds,,vegetarian,published,natco,0,,true,,
4567661445192,Natco - Gram Roasted Unsalted,,Traditional Indian savoury snacks from Natco Foods. Perfect tea-time treats.,Natco,nuts_seeds,,vegetarian,published,natco,0,,true,,
4567661477960,Natco - Idli Rice,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,speciality_rice_poha,,vegetarian;vegan;gluten-free,published,natco,0,south-indian,true,,
4567661543496,Natco - Ponni Rice,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,everyday_rice,,vegetarian;vegan;gluten-free,published,natco,0,south-indian,true,,
4567661674568,Natco - Sona Masuri Rice,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,sona_masuri_rice,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567661772872,Natco - Easycook Parboiled Rice,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,everyday_rice,,vegetarian;vegan;gluten-free,published,natco,0,south-indian,true,,
4567661838408,Natco - Long Grain White Rice,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,everyday_rice,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567661871176,Natco - Basmati Rice Kernel,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,basmati_rice,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567662002248,Natco - Basmati Rice India,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,basmati_rice,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567662067784,Natco - Basmati Rice India - Bag,,High-quality rice from Natco Foods. A pantry essential for everyday meals.,Natco,basmati_rice,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567662166088,Natco - Pappadoms Madras (Papa Brand),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662362696,Natco - Pappadoms Madras (Coin size),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662461000,Natco - Pappadoms Punjabi (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662493768,Natco - Pappadoms Plain (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662526536,Natco - Pappadoms Jeera (Microwavable),,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662559304,Natco - Pappadoms Black Pepper,,Crispy Indian pappadoms from Natco Foods. Quick to prepare; perfect with chutneys.,Natco,savouries_papadoms,,vegetarian,published,natco,0,,true,,
4567662919752,Natco - Luxury Fruit &amp; Nuts Mix,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567662952520,Natco - Luxury Fruit &amp; Nut Mix,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567663214664,Natco - Pistachio Kernels,,Our products are manufactured in a site that handles gluten; soya;./images/natco_pistachio-kernels-1kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567663378504,Natco - Roasted &amp; Salted Pistachio Nuts,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567663411272,Natco - Roasted Monkey Nuts,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567663575112,Natco - Peanuts Red,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567663607880,Natco - Coconut Halves,,Natural coconut products from Natco Foods. Versatile for cooking and baking.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567663673416,Natco - Coconut Flakes,,Natural coconut products from Natco Foods. Versatile for cooking and baking.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567663804488,Natco - Coconut Milk Powder,,Natural coconut products from Natco Foods. Versatile for cooking and baking.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567663837256,Natco - Coconut Desiccated (Fine),,Natural coconut products from Natco Foods. Versatile for cooking and baking.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567663870024,Natco - Coconut Desicated Medium,,Natural coconut products from Natco Foods. Versatile for cooking and baking.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567664558152,Natco - Cashew Roasted Salted,,Roasted and seasoned nuts from Natco Foods. Delicious and satisfying snacks.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664590920,Natco - Cashew (Large White Pieces),,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664656456,Natco - Cashew Split,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664689224,Natco - Cashew Kernel,,Our products are manufactured in a site that handles gluten; soya;./images/natco_cashew-kernel-300g.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664787528,Natco - Walnut Halves,,Our products are manufactured in a site that handles gluten; soya;./images/natco_walnut-halves-700g.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664820296,Natco - Pecans,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664885832,Natco - Almond Blanched Whole,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664918600,Natco - Blanched Almond Whole,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567664984136,Natco - Almond Flakes,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665016904,Natco - Almonds Ground,,Premium nuts from Natco Foods. Perfect for snacking; cooking; and baking.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665115208,Natco - Almonds,,Our products are manufactured in a site that handles gluten; soya;./images/natco_almonds-1kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,nuts_seeds,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665147976,Natco - Pavbhaji Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665180744,Natco - Biryani Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665213512,Natco - Chicken Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665279048,Natco - Sambhar Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665344584,Natco - Pickle Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665377352,Natco - Meat Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665442888,Natco - Chat Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665475656,Natco - Chana Masala Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,masalas_spice_blends,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665508424,Natco - Anardana Powder Mangal,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,powdered_spices,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567665573960,Natco - Soya Beans,,Protein-rich soya from Natco Foods. Versatile meat alternative for curries and snacks.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567666524232,Natco - Red Lentils Polished,,Allergen Info: May Contain Wheat - Our Red Lentils do not contain gluten and are not packed on the same machine as gluten-products; but we do have gluten products in a dedicated area of the factory. Our products are manufactured in a site that handles gluten;./images/natco_red-lentils-polished-2kg.jpg; milk; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567666917448,Natco - Mung Dal Yellow,,Our products are manufactured in a site that handles gluten; soya;./images/natco_mung-dal-yellow-1kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567666982984,Natco - Mung Split,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667081288,Natco - Mung Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667212360,Natco - Green Lentils,,Our products are manufactured in a site that handles gluten; soya;./images/natco_green-lentils-1kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667310664,Natco - Chanadal Polished,,Our products are manufactured in a site that handles gluten; soya;./images/natco_chanadal-polished-2kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667376200,Natco - Brown Lentils,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,lentils_dals,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667474504,Natco - Butter Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667572808,Natco - Black Eye Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667638344,Natco - Alubia Beans,,Premium dried pulses from Natco Foods. Rich in protein; essential for Indian dal and curries.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567667671112,Natco - Coconut Water,,Refreshing drink from Natco Foods. Authentic Indian taste.,Natco,coconut_products,,vegetarian,published,natco,0,,true,,
4567667769416,Natco - Rose Syrup,,Food-grade colouring and flavouring essence from Natco Foods. Ideal for baking and desserts.,Natco,baking_essences,,vegetarian,published,natco,0,,true,,
4567667834952,Natco - Dried Tarragon,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567667867720,Natco - Sage Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567667933256,Natco - Parsley Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567667966024,Natco - Oregano Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668064328,Natco - Mixed Herbs Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668097096,Natco - Mint Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668162632,Natco - Marjoram Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668195400,Natco - Coriander Leaves Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668260936,Natco - Basil Jar,,Premium whole and ground spice from Natco Foods. Essential for authentic Indian cooking.,Natco,herbs_leaves,,vegetarian,published,natco,0,,true,,
4567668326472,Natco - Milk Powder,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,baking_essences,,vegetarian,published,natco,0,,true,,
4567668523080,Natco - Ragi Flour,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567668555848,Natco - Millet (Bajri) Flour,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567668588616,Natco - Couscous,,Fine couscous and wheat products from Natco Foods. Quick and versatile.,Natco,speciality_flours_grains,,vegetarian,published,natco,0,,true,,
4567668621384,Natco - Semolina Extra Coarse,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,semolina_rava,,vegetarian;vegan,published,natco,0,,true,,
4567668719688,Natco - Semolina Coarse,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,semolina_rava,,vegetarian;vegan,published,natco,0,,true,,
4567668817992,Natco - Semolina Fine,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,semolina_rava,,vegetarian;vegan,published,natco,0,,true,,
4567668850760,Natco - Rice Flour,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567668981832,Natco - Ground Rice,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567669047368,Natco - Gram Flour (Papa brand),,Our products are manufactured in a site that handles gluten; soya;./images/natco_gram-flour-papa-brand-2kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,gram_flour_besan,,vegetarian;vegan,published,natco,0,,true,,
4567669309512,Natco - Gram Flour Superfine,,Our products are manufactured in a site that handles gluten; soya;./images/natco_gram-flour-superfine-2kg.jpg; nuts; peanuts; sesame; mustard; celery and sulphites.,Natco,gram_flour_besan,,vegetarian;vegan,published,natco,0,,true,,
4567669342280,Natco - White Maize Meal,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567669506120,Natco - Cornmeal Medium,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567669604424,Natco - Cornmeal Fine,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,speciality_flours_grains,,vegetarian;vegan,published,natco,0,,true,,
4567669735496,Natco - Chakki Atta Multigrain,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,atta_flour,,vegetarian;vegan,published,natco,0,,true,,
4567669833800,Natco - Chapati Flour Medium,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,atta_flour,,vegetarian;vegan,published,natco,0,,true,,
4567669866568,Natco - Chapati Flour White,,Stone-ground flour from Natco Foods. Perfect for Indian breads; batters; and baking.,Natco,atta_flour,,vegetarian;vegan,published,natco,0,,true,,
4567669932104,Natco - Golden Raisins,,Naturally sweet dried fruit from Natco Foods. Perfect for snacking and baking.,Natco,nuts_seeds,,vegetarian,published,natco,0,,true,,
4567670030408,Natco - Toovar,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567670095944,Natco - Suran (Yam),,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670161480,Natco - Punjabi Tinda Full Case 12x400g,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670423624,Natco - Okra Full Case 12x400g,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670521928,Natco - Lotus Root,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670620232,Natco - Karela,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670816840,Natco - Sarson Ka Saag,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670915144,Natco - Patra,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567670980680,Natco - Tomatoes Chopped Full Case 12x400g,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671144520,Natco - Tomatoes Peeled,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671210056,Natco - Tomato Paste,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671406664,Natco - Spinach Leaf,,Preserved vegetables from Natco Foods. Harvested at peak freshness.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671504968,Natco - Rose Coco (Borlotti) Beans,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567671832648,Natco - Coconut Oil (Parachute Brand),,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,cooking_oils,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567671865416,Natco - Olive Oil Extra Virgin,,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,cooking_oils,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567671930952,Natco - Mango Pulp Kesar,,Sweet Alphonso mango products from Natco Foods. Taste of Indian summer all year round.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671963720,Natco - Mango Slices Alphonso,,Sweet Alphonso mango products from Natco Foods. Taste of Indian summer all year round.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567671996488,Natco - Mango Pulp Alphonso,,Sweet Alphonso mango products from Natco Foods. Taste of Indian summer all year round.,Natco,pantry_tamarind_canned,,vegetarian,published,natco,0,,true,,
4567672029256,Natco - Ghee Pure Butter,,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,pure_ghee,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672127560,Natco - Ghee Pure (Plough brand),,Pure cooking oil from Natco Foods. Essential for Indian cooking and frying.,Natco,pure_ghee,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672193096,Natco - Kala Chana Boiled,,Ready-to-eat tinned pulses from Natco Foods. Convenient; no soaking required.,Natco,beans_peas_pulses,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672488008,Natco - Coconut Cream,,Creamy coconut products from Natco Foods. Authentic taste for curries and desserts.,Natco,coconut_products,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672553544,Natco - Coconut Milk Light,,Creamy coconut products from Natco Foods. Authentic taste for curries and desserts.,Natco,coconut_products,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672619080,Natco - Coconut Milk,,Creamy coconut products from Natco Foods. Authentic taste for curries and desserts.,Natco,coconut_products,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672651848,Natco - Coriander Mint Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672717384,Natco - Tamarind &amp; Date Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672750152,Natco - Garlic &amp; Chilli Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672815688,Natco - Chilli Sauce Hot,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672848456,Natco - Tamarind Sauce,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,cooking_pastes_sauces,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672881224,Natco - Bombay Sandwich Spread,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567672913992,Natco - Garlic &amp; Ginger Paste,,Kitchen essential from Natco Foods. A must-have for your pantry.,Natco,cooking_pastes_sauces,,vegetarian,published,natco,0,,true,,
4567672946760,Natco - Ginger Paste,,Kitchen essential from Natco Foods. A must-have for your pantry.,Natco,cooking_pastes_sauces,,vegetarian,published,natco,0,,true,,
4567672979528,Natco - Garlic Paste,,Kitchen essential from Natco Foods. A must-have for your pantry.,Natco,cooking_pastes_sauces,,vegetarian,published,natco,0,,true,,
4567673012296,Natco - Garlic Pickle,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,pickles,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673045064,Natco - Mango Chutney Sweet,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673077832,Natco - Mango Chutney Spicy,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673143368,Natco - Thecha Chilli Paste,,Expertly blended masala mix from Natco Foods. Perfect balance of spices for traditional dishes.,Natco,cooking_pastes_sauces,,vegetarian,published,natco,0,,true,,
4567673208904,Natco - Brinjal Chutney Sweet,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673241672,Natco - Chundo Chutney Sweet,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673274440,Natco - Gorkeri Chutney Sweet,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,chutneys_spreads,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673405512,Natco - Lime Pickle Hot,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,pickles,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673438280,Natco - Mixed Pickle,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,pickles,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
4567673602120,Natco - Chilli Pickle Hot,,Authentic Indian chutney and pickle from Natco Foods. Adds zest to any meal.,Natco,pickles,,vegetarian;vegan;gluten-free,published,natco,0,,true,,
