variant_handle,vendor_handle,vendor_sku,cost_price_gbp,sourcing_depot,warehouse_aisle,lead_time_days,min_order_qty
4567663575112__natco-peanuts-red-1kg,natco_foods,natco-natco-peanuts-red-1kg,,depot_b,B1-B3,3,6,6
4567663575112__natco-peanuts-red-400g,natco_foods,natco-natco-peanuts-red-400g,,depot_b,B1-B3,3,6,6
4567663607880__natco-coconut-halves-250g,natco_foods,natco-natco-coconut-halves-250g,,depot_b,B1-B3,3,6,6
4567663673416__natco-coconut-flakes-200g,natco_foods,natco-natco-coconut-flakes-200g,,depot_b,B1-B3,3,6,6
4567663804488__natco-coconut-milk-powder-300g,natco_foods,natco-natco-coconut-milk-powder-300g,,depot_b,B1-B3,3,6,6
4567663837256__natco-coconut-desiccated-fine-300g,natco_foods,natco-natco-coconut-desiccated-fine-300g,,depot_b,B1-B3,3,6,6
4567663870024__natco-coconut-desicated-medium-1kg,natco_foods,natco-natco-coconut-desicated-medium-1kg,,depot_b,B1-B3,3,6,6
4567664558152__natco-cashew-roasted-salted-250g,natco_foods,natco-natco-cashew-roasted-salted-250g,,depot_b,B1-B3,3,6,6
4567664590920__natco-cashew-large-white-pieces-750g,natco_foods,natco-natco-cashew-large-white-pieces-750g,,depot_b,B1-B3,3,6,6
4567664656456__natco-cashew-split-1kg,natco_foods,natco-natco-cashew-split-1kg,,depot_b,B1-B3,3,6,6
4567664689224__natco-cashew-kernel-300g,natco_foods,natco-natco-cashew-kernel-300g,,depot_b,B1-B3,3,6,6
4567664689224__natco-cashew-kernel-1kg,natco_foods,natco-natco-cashew-kernel-1kg,,depot_b,B1-B3,3,6,6
4567664787528__natco-walnut-halves-700g,natco_foods,natco-natco-walnut-halves-700g,,depot_b,B1-B3,3,6,6
4567664787528__natco-walnut-halves-200g,natco_foods,natco-natco-walnut-halves-200g,,depot_b,B1-B3,3,6,6
4567664820296__natco-pecans-200g,natco_foods,natco-natco-pecans-200g,,depot_b,B1-B3,3,6,6
4567664885832__natco-almond-blanched-whole-250g,natco_foods,natco-natco-almond-blanched-whole-250g,,depot_b,B1-B3,3,6,6
4567664918600__natco-blanched-almond-whole-700g,natco_foods,natco-natco-blanched-almond-whole-700g,,depot_b,B1-B3,3,6,6
4567664984136__natco-almond-flakes-1kg,natco_foods,natco-natco-almond-flakes-1kg,,depot_b,B1-B3,3,6,6
4567664984136__natco-almond-flakes-300g,natco_foods,natco-natco-almond-flakes-300g,,depot_b,B1-B3,3,6,6
4567665016904__natco-almonds-ground-300g,natco_foods,natco-natco-almonds-ground-300g,,depot_b,B1-B3,3,6,6
4567665115208__natco-almonds-1kg,natco_foods,natco-natco-almonds-1kg,,depot_b,B1-B3,3,6,6
4567665115208__natco-almonds-400g,natco_foods,natco-natco-almonds-400g,,depot_b,B1-B3,3,6,6
4567665147976__natco-pavbhaji-masala-mangal-100g,natco_foods,natco-natco-pavbhaji-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665180744__natco-biryani-masala-mangal-50g,natco_foods,natco-natco-biryani-masala-mangal-50g,,depot_b,B1-B3,3,6,6
4567665213512__natco-chicken-masala-mangal-100g,natco_foods,natco-natco-chicken-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665279048__natco-sambhar-masala-mangal-100g,natco_foods,natco-natco-sambhar-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665344584__natco-pickle-masala-mangal-125g,natco_foods,natco-natco-pickle-masala-mangal-125g,,depot_b,B1-B3,3,6,6
4567665377352__natco-meat-masala-mangal-100g,natco_foods,natco-natco-meat-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665442888__natco-chat-masala-mangal-100g,natco_foods,natco-natco-chat-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665475656__natco-chana-masala-mangal-100g,natco_foods,natco-natco-chana-masala-mangal-100g,,depot_b,B1-B3,3,6,6
4567665508424__natco-anardana-powder-mangal-100g,natco_foods,natco-natco-anardana-powder-mangal-100g,,depot_b,B1-B3,3,6,6
4567665573960__natco-soya-beans-2kg,natco_foods,natco-natco-soya-beans-2kg,,depot_b,B1-B3,3,6,6
4567665573960__natco-soya-beans-500g,natco_foods,natco-natco-soya-beans-500g,,depot_b,B1-B3,3,6,6
4567666524232__natco-red-lentils-polished-2kg,natco_foods,natco-natco-red-lentils-polished-2kg,,depot_b,B1-B3,3,6,6
4567666524232__natco-red-lentils-polished-1kg,natco_foods,natco-natco-red-lentils-polished-1kg,,depot_b,B1-B3,3,6,6
4567666917448__natco-mung-dal-yellow-1kg,natco_foods,natco-natco-mung-dal-yellow-1kg,,depot_b,B1-B3,3,6,6
4567666917448__natco-mung-dal-yellow-2kg,natco_foods,natco-natco-mung-dal-yellow-2kg,,depot_b,B1-B3,3,6,6
4567666982984__natco-mung-split-2kg,natco_foods,natco-natco-mung-split-2kg,,depot_b,B1-B3,3,6,6
4567666982984__natco-mung-split-500g,natco_foods,natco-natco-mung-split-500g,,depot_b,B1-B3,3,6,6
4567667081288__natco-mung-beans-1kg,natco_foods,natco-natco-mung-beans-1kg,,depot_b,B1-B3,3,6,6
4567667081288__natco-mung-beans-2kg,natco_foods,natco-natco-mung-beans-2kg,,depot_b,B1-B3,3,6,6
4567667212360__natco-green-lentils-1kg,natco_foods,natco-natco-green-lentils-1kg,,depot_b,B1-B3,3,6,6
4567667212360__natco-green-lentils-2kg,natco_foods,natco-natco-green-lentils-2kg,,depot_b,B1-B3,3,6,6
4567667310664__natco-chanadal-polished-2kg,natco_foods,natco-natco-chanadal-polished-2kg,,depot_b,B1-B3,3,6,6
4567667310664__natco-chanadal-polished-1kg,natco_foods,natco-natco-chanadal-polished-1kg,,depot_b,B1-B3,3,6,6
4567667376200__natco-brown-lentils-2kg,natco_foods,natco-natco-brown-lentils-2kg,,depot_b,B1-B3,3,6,6
4567667376200__natco-brown-lentils-500g,natco_foods,natco-natco-brown-lentils-500g,,depot_b,B1-B3,3,6,6
4567667474504__natco-butter-beans-2kg,natco_foods,natco-natco-butter-beans-2kg,,depot_b,B1-B3,3,6,6
4567667474504__natco-butter-beans-500g,natco_foods,natco-natco-butter-beans-500g,,depot_b,B1-B3,3,6,6
4567667572808__natco-black-eye-beans-2kg,natco_foods,natco-natco-black-eye-beans-2kg,,depot_b,B1-B3,3,6,6
4567667572808__natco-black-eye-beans-500g,natco_foods,natco-natco-black-eye-beans-500g,,depot_b,B1-B3,3,6,6
4567667638344__natco-alubia-beans-2kg,natco_foods,natco-natco-alubia-beans-2kg,,depot_b,B1-B3,3,6,6
4567667638344__natco-alubia-beans-500g,natco_foods,natco-natco-alubia-beans-500g,,depot_b,B1-B3,3,6,6
4567667671112__natco-coconut-water-330ml,natco_foods,natco-natco-coconut-water-330ml,,depot_b,B1-B3,3,6,6
4567667671112__natco-coconut-water-1l,natco_foods,natco-natco-coconut-water-1l,,depot_b,B1-B3,3,6,6
4567667769416__natco-rose-syrup-725ml,natco_foods,natco-natco-rose-syrup-725ml,,depot_b,B1-B3,3,6,6
4567667834952__natco-dried-tarragon-25g,natco_foods,natco-natco-dried-tarragon-25g,,depot_b,B1-B3,3,6,6
4567667867720__natco-sage-jar-25g,natco_foods,natco-natco-sage-jar-25g,,depot_b,B1-B3,3,6,6
4567667933256__natco-parsley-jar-25g,natco_foods,natco-natco-parsley-jar-25g,,depot_b,B1-B3,3,6,6
4567667966024__natco-oregano-jar-25g,natco_foods,natco-natco-oregano-jar-25g,,depot_b,B1-B3,3,6,6
4567668064328__natco-mixed-herbs-jar-25g,natco_foods,natco-natco-mixed-herbs-jar-25g,,depot_b,B1-B3,3,6,6
4567668097096__natco-mint-jar-30g,natco_foods,natco-natco-mint-jar-30g,,depot_b,B1-B3,3,6,6
4567668162632__natco-marjoram-jar-20g,natco_foods,natco-natco-marjoram-jar-20g,,depot_b,B1-B3,3,6,6
4567668195400__natco-coriander-leaves-jar-25g,natco_foods,natco-natco-coriander-leaves-jar-25g,,depot_b,B1-B3,3,6,6
4567668260936__natco-basil-jar-25g,natco_foods,natco-natco-basil-jar-25g,,depot_b,B1-B3,3,6,6
4567668326472__natco-milk-powder-750g,natco_foods,natco-natco-milk-powder-750g,,depot_b,B1-B3,3,6,6
4567668326472__natco-milk-powder-300g,natco_foods,natco-natco-milk-powder-300g,,depot_b,B1-B3,3,6,6
4567668523080__natco-ragi-flour-900g,natco_foods,natco-natco-ragi-flour-900g,,depot_b,B1-B3,3,6,6
4567668555848__natco-millet-bajri-flour-900g,natco_foods,natco-natco-millet-bajri-flour-900g,,depot_b,B1-B3,3,6,6
4567668588616__natco-couscous-500g,natco_foods,natco-natco-couscous-500g,,depot_b,B1-B3,3,6,6
4567668621384__natco-semolina-extra-coarse-15kg,natco_foods,natco-natco-semolina-extra-coarse-15kg,,depot_b,B1-B3,3,6,6
4567668719688__natco-semolina-coarse-15kg,natco_foods,natco-natco-semolina-coarse-15kg,,depot_b,B1-B3,3,6,6
4567668719688__natco-semolina-coarse-500g,natco_foods,natco-natco-semolina-coarse-500g,,depot_b,B1-B3,3,6,6
4567668817992__natco-semolina-fine-15kg,natco_foods,natco-natco-semolina-fine-15kg,,depot_b,B1-B3,3,6,6
4567668817992__natco-semolina-fine-500g,natco_foods,natco-natco-semolina-fine-500g,,depot_b,B1-B3,3,6,6
4567668850760__natco-rice-flour-500g,natco_foods,natco-natco-rice-flour-500g,,depot_b,B1-B3,3,6,6
4567668981832__natco-ground-rice-15kg,natco_foods,natco-natco-ground-rice-15kg,,depot_b,B1-B3,3,6,6
4567668981832__natco-ground-rice-500g,natco_foods,natco-natco-ground-rice-500g,,depot_b,B1-B3,3,6,6
4567669047368__natco-gram-flour-papa-brand-2kg,natco_foods,natco-natco-gram-flour-papa-brand-2kg,,depot_b,B1-B3,3,6,6
4567669309512__natco-gram-flour-superfine-2kg,natco_foods,natco-natco-gram-flour-superfine-2kg,,depot_b,B1-B3,3,6,6
4567669309512__natco-gram-flour-superfine-1kg,natco_foods,natco-natco-gram-flour-superfine-1kg,,depot_b,B1-B3,3,6,6
4567669309512__natco-gram-flour-superfine-500g,natco_foods,natco-natco-gram-flour-superfine-500g,,depot_b,B1-B3,3,6,6
4567669342280__natco-white-maize-meal-15kg,natco_foods,natco-natco-white-maize-meal-15kg,,depot_b,B1-B3,3,6,6
4567669506120__natco-cornmeal-medium-15kg,natco_foods,natco-natco-cornmeal-medium-15kg,,depot_b,B1-B3,3,6,6
4567669506120__natco-cornmeal-medium-500g,natco_foods,natco-natco-cornmeal-medium-500g,,depot_b,B1-B3,3,6,6
4567669604424__natco-cornmeal-fine-15kg,natco_foods,natco-natco-cornmeal-fine-15kg,,depot_b,B1-B3,3,6,6
4567669604424__natco-cornmeal-fine-500g,natco_foods,natco-natco-cornmeal-fine-500g,,depot_b,B1-B3,3,6,6
4567669735496__natco-chakki-atta-multigrain-5kg,natco_foods,natco-natco-chakki-atta-multigrain-5kg,,depot_b,B1-B3,3,6,6
4567669833800__natco-chapati-flour-medium-15kg,natco_foods,natco-natco-chapati-flour-medium-15kg,,depot_b,B1-B3,3,6,6
4567669866568__natco-chapati-flour-white-15kg,natco_foods,natco-natco-chapati-flour-white-15kg,,depot_b,B1-B3,3,6,6
4567669932104__natco-golden-raisins-1kg,natco_foods,natco-natco-golden-raisins-1kg,,depot_b,B1-B3,3,6,6
4567669932104__natco-golden-raisins-100g,natco_foods,natco-natco-golden-raisins-100g,,depot_b,B1-B3,3,6,6
4567670030408__natco-toovar-400g,natco_foods,natco-natco-toovar-400g,,depot_b,B1-B3,3,6,6
4567670095944__natco-suran-yam-400g,natco_foods,natco-natco-suran-yam-400g,,depot_b,B1-B3,3,6,6
4567670161480__natco-punjabi-tinda-full-case-12x400g-400g,natco_foods,natco-natco-punjabi-tinda-full-case-12x400g-400g,,depot_b,B1-B3,3,6,6
4567670423624__natco-okra-full-case-12x400g-400g,natco_foods,natco-natco-okra-full-case-12x400g-400g,,depot_b,B1-B3,3,6,6
4567670521928__natco-lotus-root-400g,natco_foods,natco-natco-lotus-root-400g,,depot_b,B1-B3,3,6,6
4567670620232__natco-karela-400g,natco_foods,natco-natco-karela-400g,,depot_b,B1-B3,3,6,6
4567670816840__natco-sarson-ka-saag-450g,natco_foods,natco-natco-sarson-ka-saag-450g,,depot_b,B1-B3,3,6,6
4567670915144__natco-patra-400g,natco_foods,natco-natco-patra-400g,,depot_b,B1-B3,3,6,6
4567670980680__natco-tomatoes-chopped-full-case-12x400g-400g,natco_foods,natco-natco-tomatoes-chopped-full-case-12x400g-400g,,depot_b,B1-B3,3,6,6
4567671144520__natco-tomatoes-peeled-400g,natco_foods,natco-natco-tomatoes-peeled-400g,,depot_b,B1-B3,3,6,6
4567671210056__natco-tomato-paste-800g,natco_foods,natco-natco-tomato-paste-800g,,depot_b,B1-B3,3,6,6
4567671406664__natco-spinach-leaf-396g,natco_foods,natco-natco-spinach-leaf-396g,,depot_b,B1-B3,3,6,6
4567671504968__natco-rose-coco-borlotti-beans-400g,natco_foods,natco-natco-rose-coco-borlotti-beans-400g,,depot_b,B1-B3,3,6,6
4567671504968__natco-rose-coco-borlotti-beans-2kg,natco_foods,natco-natco-rose-coco-borlotti-beans-2kg,,depot_b,B1-B3,3,6,6
4567671504968__natco-rose-coco-borlotti-beans-500g,natco_foods,natco-natco-rose-coco-borlotti-beans-500g,,depot_b,B1-B3,3,6,6
4567671832648__natco-coconut-oil-parachute-brand-500ml,natco_foods,natco-natco-coconut-oil-parachute-brand-500ml,,depot_b,B1-B3,3,6,6
4567671865416__natco-olive-oil-extra-virgin-500ml,natco_foods,natco-natco-olive-oil-extra-virgin-500ml,,depot_b,B1-B3,3,6,6
4567671930952__natco-mango-pulp-kesar-850g,natco_foods,natco-natco-mango-pulp-kesar-850g,,depot_b,B1-B3,3,6,6
4567671963720__natco-mango-slices-alphonso-425g,natco_foods,natco-natco-mango-slices-alphonso-425g,,depot_b,B1-B3,3,6,6
4567671996488__natco-mango-pulp-alphonso-450g,natco_foods,natco-natco-mango-pulp-alphonso-450g,,depot_b,B1-B3,3,6,6
4567672029256__natco-ghee-pure-butter-1kg,natco_foods,natco-natco-ghee-pure-butter-1kg,,depot_b,B1-B3,3,6,6
4567672127560__natco-ghee-pure-plough-brand-500g,natco_foods,natco-natco-ghee-pure-plough-brand-500g,,depot_b,B1-B3,3,6,6
4567672193096__natco-kala-chana-boiled-400g,natco_foods,natco-natco-kala-chana-boiled-400g,,depot_b,B1-B3,3,6,6
4567672488008__natco-coconut-cream-400ml,natco_foods,natco-natco-coconut-cream-400ml,,depot_b,B1-B3,3,6,6
4567672553544__natco-coconut-milk-light-400ml,natco_foods,natco-natco-coconut-milk-light-400ml,,depot_b,B1-B3,3,6,6
4567672619080__natco-coconut-milk-400ml,natco_foods,natco-natco-coconut-milk-400ml,,depot_b,B1-B3,3,6,6
4567672651848__natco-coriander-mint-sauce-340g,natco_foods,natco-natco-coriander-mint-sauce-340g,,depot_b,B1-B3,3,6,6
4567672717384__natco-tamarind-date-sauce-340g,natco_foods,natco-natco-tamarind-date-sauce-340g,,depot_b,B1-B3,3,6,6
4567672750152__natco-garlic-chilli-sauce-340g,natco_foods,natco-natco-garlic-chilli-sauce-340g,,depot_b,B1-B3,3,6,6
4567672815688__natco-chilli-sauce-hot-310g,natco_foods,natco-natco-chilli-sauce-hot-310g,,depot_b,B1-B3,3,6,6
4567672848456__natco-tamarind-sauce-340g,natco_foods,natco-natco-tamarind-sauce-340g,,depot_b,B1-B3,3,6,6
4567672881224__natco-bombay-sandwich-spread-280g,natco_foods,natco-natco-bombay-sandwich-spread-280g,,depot_b,B1-B3,3,6,6
4567672913992__natco-garlic-ginger-paste-190g,natco_foods,natco-natco-garlic-ginger-paste-190g,,depot_b,B1-B3,3,6,6
4567672946760__natco-ginger-paste-190g,natco_foods,natco-natco-ginger-paste-190g,,depot_b,B1-B3,3,6,6
4567672979528__natco-garlic-paste-190g,natco_foods,natco-natco-garlic-paste-190g,,depot_b,B1-B3,3,6,6
4567673012296__natco-garlic-pickle-300g,natco_foods,natco-natco-garlic-pickle-300g,,depot_b,B1-B3,3,6,6
4567673045064__natco-mango-chutney-sweet-340g,natco_foods,natco-natco-mango-chutney-sweet-340g,,depot_b,B1-B3,3,6,6
4567673077832__natco-mango-chutney-spicy-340g,natco_foods,natco-natco-mango-chutney-spicy-340g,,depot_b,B1-B3,3,6,6
4567673143368__natco-thecha-chilli-paste-300g,natco_foods,natco-natco-thecha-chilli-paste-300g,,depot_b,B1-B3,3,6,6
4567673208904__natco-brinjal-chutney-sweet-300g,natco_foods,natco-natco-brinjal-chutney-sweet-300g,,depot_b,B1-B3,3,6,6
4567673241672__natco-chundo-chutney-sweet-340g,natco_foods,natco-natco-chundo-chutney-sweet-340g,,depot_b,B1-B3,3,6,6
4567673274440__natco-gorkeri-chutney-sweet-300g,natco_foods,natco-natco-gorkeri-chutney-sweet-300g,,depot_b,B1-B3,3,6,6
4567673405512__natco-lime-pickle-hot-300g,natco_foods,natco-natco-lime-pickle-hot-300g,,depot_b,B1-B3,3,6,6
4567673438280__natco-mixed-pickle-300g,natco_foods,natco-natco-mixed-pickle-300g,,depot_b,B1-B3,3,6,6
4567673602120__natco-chilli-pickle-hot-300g,natco_foods,natco-natco-chilli-pickle-hot-300g,,depot_b,B1-B3,3,6,6
4567673667656__natco-mango-pickle-hot-300g,natco_foods,natco-natco-mango-pickle-hot-300g,,depot_b,B1-B3,3,6,6
4583223066696__natco-chick-peas-25kg,natco_foods,natco-natco-chick-peas-25kg,,depot_b,B1-B3,3,6,6
4583223066696__natco-chick-peas-2kg,natco_foods,natco-natco-chick-peas-2kg,,depot_b,B1-B3,3,6,6
4583223165000__natco-chick-peas-full-case-12x400g-400g,natco_foods,natco-natco-chick-peas-full-case-12x400g-400g,,depot_b,B1-B3,3,6,6
4583223263304__natco-pomace-olive-oil-5-litre,natco_foods,natco-natco-pomace-olive-oil-5-litre,,depot_b,B1-B3,3,6,6
4583223263304__natco-pomace-olive-oil-1-litre,natco_foods,natco-natco-pomace-olive-oil-1-litre,,depot_b,B1-B3,3,6,6
4583223296072__natco-pomace-olive-oil-blenditres,natco_foods,natco-natco-pomace-olive-oil-blenditres,,depot_b,B1-B3,3,6,6
4583223361608__natco-red-kidney-beans-boiled-full-case-12x400g-400g,natco_foods,natco-natco-red-kidney-beans-boiled-full-case-12x400g-400g,,depot_b,B1-B3,3,6,6
4583223394376__natco-red-kidney-beans-25kg,natco_foods,natco-natco-red-kidney-beans-25kg,,depot_b,B1-B3,3,6,6
4583223394376__natco-red-kidney-beans-1kg,natco_foods,natco-natco-red-kidney-beans-1kg,,depot_b,B1-B3,3,6,6
4583223394376__natco-red-kidney-beans-2kg,natco_foods,natco-natco-red-kidney-beans-2kg,,depot_b,B1-B3,3,6,6
4583223754824__natco-chick-peas-full-case-4x1kg-1kg,natco_foods,natco-natco-chick-peas-full-case-4x1kg-1kg,,depot_b,B1-B3,3,6,6
4583223853128__natco-coconut-flour-200g,natco_foods,natco-natco-coconut-flour-200g,,depot_b,B1-B3,3,6,6
4583223853128__natco-coconut-flour-1kg,natco_foods,natco-natco-coconut-flour-1kg,,depot_b,B1-B3,3,6,6
4583224016968__natco-all-purpose-seasoning-100g,natco_foods,natco-natco-all-purpose-seasoning-100g,,depot_b,B1-B3,3,6,6
4583224016968__natco-all-purpose-seasoning-400g,natco_foods,natco-natco-all-purpose-seasoning-400g,,depot_b,B1-B3,3,6,6
4641502855240__natco-pine-nuts-75g,natco_foods,natco-natco-pine-nuts-75g,,depot_b,B1-B3,3,6,6
4641506558024__natco-mamra-basmati-908g,natco_foods,natco-natco-mamra-basmati-908g,,depot_b,B1-B3,3,6,6
4641506558024__natco-mamra-basmati-200g,natco_foods,natco-natco-mamra-basmati-200g,,depot_b,B1-B3,3,6,6
5864191590472__natco-big-d-salted-peanuts-24x50g-50g,natco_foods,natco-natco-big-d-salted-peanuts-24x50g-50g,,depot_b,B1-B3,3,6,6
5864194801736__natco-big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card-12x50g,natco_foods,natco-natco-big-d-honey-roast-peanuts-12x50g-packs-on-a-pub-card-12x50g,,depot_b,B1-B3,3,6,6
6535757660232__natco-bhel-puri-kit-500g,natco_foods,natco-natco-bhel-puri-kit-500g,,depot_b,B1-B3,3,6,6
6562924986440__natco-big-d-salted-cashews-12x30g-cards-12x30g,natco_foods,natco-natco-big-d-salted-cashews-12x30g-cards-12x30g,,depot_b,B1-B3,3,6,6
6579342409800__natco-white-kidney-beans-400g,natco_foods,natco-natco-white-kidney-beans-400g,,depot_b,B1-B3,3,6,6
6617796804680__natco-spinach-puree-395g,natco_foods,natco-natco-spinach-puree-395g,,depot_b,B1-B3,3,6,6
6617796804680__natco-spinach-puree-794g,natco_foods,natco-natco-spinach-puree-794g,,depot_b,B1-B3,3,6,6
6647387652168__natco-black-eyed-beans-400g,natco_foods,natco-natco-black-eyed-beans-400g,,depot_b,B1-B3,3,6,6
6666589044808__natco-pure-sesame-oil-1-litre,natco_foods,natco-natco-pure-sesame-oil-1-litre,,depot_b,B1-B3,3,6,6
6666589044808__natco-pure-sesame-oil-250ml,natco_foods,natco-natco-pure-sesame-oil-250ml,,depot_b,B1-B3,3,6,6
6666589306952__natco-groundnut-oil-1-litre,natco_foods,natco-natco-groundnut-oil-1-litre,,depot_b,B1-B3,3,6,6
6666589536328__natco-pure-linseed-oil-250ml,natco_foods,natco-natco-pure-linseed-oil-250ml,,depot_b,B1-B3,3,6,6
6666591010888__natco-castor-oil-250ml,natco_foods,natco-natco-castor-oil-250ml,,depot_b,B1-B3,3,6,6
6666608541768__natco-almond-oil-500ml,natco_foods,natco-natco-almond-oil-500ml,,depot_b,B1-B3,3,6,6
6666608541768__natco-almond-oil-250ml,natco_foods,natco-natco-almond-oil-250ml,,depot_b,B1-B3,3,6,6
6804638728264__natco-rosemary-jar-40g,natco_foods,natco-natco-rosemary-jar-40g,,depot_b,B1-B3,3,6,6
6804650754120__natco-demerara-sugar-500g,natco_foods,natco-natco-demerara-sugar-500g,,depot_b,B1-B3,3,6,6
6804650754120__natco-demerara-sugar-15kg,natco_foods,natco-natco-demerara-sugar-15kg,,depot_b,B1-B3,3,6,6
6804786282568__natco-whole-birdseye-chilli-jar-40g,natco_foods,natco-natco-whole-birdseye-chilli-jar-40g,,depot_b,B1-B3,3,6,6
6804786282568__natco-whole-birdseye-chilli-jar-50g,natco_foods,natco-natco-whole-birdseye-chilli-jar-50g,,depot_b,B1-B3,3,6,6
6842634403912__natco-coriander-seeds-jar-60g,natco_foods,natco-natco-coriander-seeds-jar-60g,,depot_b,B1-B3,3,6,6
6842634403912__natco-coriander-seeds-jar-65g,natco_foods,natco-natco-coriander-seeds-jar-65g,,depot_b,B1-B3,3,6,6
ajwanseeds__natco-ajwan-seeds-300g,natco_foods,natco-natco-ajwan-seeds-300g,,depot_b,B1-B3,3,6,6
amchoor-powder__natco-amchoor-powder-400g,natco_foods,natco-natco-amchoor-powder-400g,,depot_b,B1-B3,3,6,6
black-pepper-coarse__natco-black-pepper-coarse-300g,natco_foods,natco-natco-black-pepper-coarse-300g,,depot_b,B1-B3,3,6,6
black-pepper-coarse__natco-black-pepper-coarse-1kg,natco_foods,natco-natco-black-pepper-coarse-1kg,,depot_b,B1-B3,3,6,6
black-pepper-coarse__natco-black-pepper-coarse-100g,natco_foods,natco-natco-black-pepper-coarse-100g,,depot_b,B1-B3,3,6,6
black-pepper-ground__natco-black-pepper-ground-400g,natco_foods,natco-natco-black-pepper-ground-400g,,depot_b,B1-B3,3,6,6
black-pepper-ground-jar__natco-black-pepper-ground-jar-100g,natco_foods,natco-natco-black-pepper-ground-jar-100g,,depot_b,B1-B3,3,6,6
black-pepper-whole__natco-black-pepper-whole-1kg,natco_foods,natco-natco-black-pepper-whole-1kg,,depot_b,B1-B3,3,6,6
black-pepper-whole__natco-black-pepper-whole-300g,natco_foods,natco-natco-black-pepper-whole-300g,,depot_b,B1-B3,3,6,6
black-pepper-whole-jar__natco-black-pepper-whole-jar-100g,natco_foods,natco-natco-black-pepper-whole-jar-100g,,depot_b,B1-B3,3,6,6
brown-chick-peas__natco-brown-chick-peas-2kg,natco_foods,natco-natco-brown-chick-peas-2kg,,depot_b,B1-B3,3,6,6
brown-chick-peas__natco-brown-chick-peas-500g,natco_foods,natco-natco-brown-chick-peas-500g,,depot_b,B1-B3,3,6,6
cardamom-green-ground__natco-cardamom-green-ground-50g,natco_foods,natco-natco-cardamom-green-ground-50g,,depot_b,B1-B3,3,6,6
cardamomgreen__natco-cardamom-green-200g,natco_foods,natco-natco-cardamom-green-200g,,depot_b,B1-B3,3,6,6
cardamomseeds__natco-cardamom-seeds-100g,natco_foods,natco-natco-cardamom-seeds-100g,,depot_b,B1-B3,3,6,6
cassia__natco-cassia-dalchini-400g,natco_foods,natco-natco-cassia-dalchini-400g,,depot_b,B1-B3,3,6,6
chilli-powder__natco-chilli-powder-1kg,natco_foods,natco-natco-chilli-powder-1kg,,depot_b,B1-B3,3,6,6
chilli-powder__natco-chilli-powder-100g,natco_foods,natco-natco-chilli-powder-100g,,depot_b,B1-B3,3,6,6
chilli-powder-extra-hot__natco-chilli-powder-extra-hot-400g,natco_foods,natco-natco-chilli-powder-extra-hot-400g,,depot_b,B1-B3,3,6,6
chilli-powder-kashmiri1__natco-chilli-powder-kashmiri-100g,natco_foods,natco-natco-chilli-powder-kashmiri-100g,,depot_b,B1-B3,3,6,6
chilli-powder-kashmiri1__natco-chilli-powder-kashmiri-400g,natco_foods,natco-natco-chilli-powder-kashmiri-400g,,depot_b,B1-B3,3,6,6
chilli-whole-birdseye__natco-chilli-whole-birdseye-150g,natco_foods,natco-natco-chilli-whole-birdseye-150g,,depot_b,B1-B3,3,6,6
chilli-whole-stemless__natco-chilli-whole-stemless-200g,natco_foods,natco-natco-chilli-whole-stemless-200g,,depot_b,B1-B3,3,6,6
chinese-5-spice__natco-chinese-5-spice-100g,natco_foods,natco-natco-chinese-5-spice-100g,,depot_b,B1-B3,3,6,6
cinnamon-sticks__natco-cinnamon-sticks-50g,natco_foods,natco-natco-cinnamon-sticks-50g,,depot_b,B1-B3,3,6,6
cloves__natco-cloves-200g,natco_foods,natco-natco-cloves-200g,,depot_b,B1-B3,3,6,6
cloves-ground__natco-cloves-ground-50g,natco_foods,natco-natco-cloves-ground-50g,,depot_b,B1-B3,3,6,6
coriander-ground__natco-coriander-ground-400g,natco_foods,natco-natco-coriander-ground-400g,,depot_b,B1-B3,3,6,6
coriander-seeds__natco-coriander-seeds-300g,natco_foods,natco-natco-coriander-seeds-300g,,depot_b,B1-B3,3,6,6
crushed-chilli__natco-chilli-crushed-300g,natco_foods,natco-natco-chilli-crushed-300g,,depot_b,B1-B3,3,6,6
cumin-ground-jars__natco-cumin-ground-jar-70g,natco_foods,natco-natco-cumin-ground-jar-70g,,depot_b,B1-B3,3,6,6
cumin-ground1__natco-cumin-ground-100g,natco_foods,natco-natco-cumin-ground-100g,,depot_b,B1-B3,3,6,6
cumin-ground1__natco-cumin-ground-400g,natco_foods,natco-natco-cumin-ground-400g,,depot_b,B1-B3,3,6,6
cumin-seeds__natco-cumin-seeds-400g,natco_foods,natco-natco-cumin-seeds-400g,,depot_b,B1-B3,3,6,6
cumin-seeds-black__natco-cumin-seeds-black-100g,natco_foods,natco-natco-cumin-seeds-black-100g,,depot_b,B1-B3,3,6,6
cumin-seeds-jar__natco-cumin-seeds-jar-100g,natco_foods,natco-natco-cumin-seeds-jar-100g,,depot_b,B1-B3,3,6,6
curry-powder__natco-curry-powder-400g,natco_foods,natco-natco-curry-powder-400g,,depot_b,B1-B3,3,6,6
